number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link,ligandname_lower,canonical_name,ki_nM,censored,pKi
50471,5-HT2A,HTR2A,695,"DMT,5-MeO",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,125I-DOI,RAT,CORTEX,,14.0,"MCKENNA & PEROUTKA, 1989",http://www.ncbi.nlm.nih.gov/pubmed/2795135?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=33,"dmt,5-meo",5-MeO-DMT,14.0,False,7.853871964321762
53877,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,UNDEFINED,RAT,UNDEFINED,,3.0,"Liu Z et al., 2008",https://www.ncbi.nlm.nih.gov/pubmed/18562201,5-hydroxy tryptamine,serotonin,3.0,False,8.522878745280337
55687,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,UNDEFINED,HUMAN,UNDEFINED,,1.10000002384186,"Choi SK et al., 2008",https://www.ncbi.nlm.nih.gov/pubmed/18507369,5-hydroxy tryptamine,serotonin,1.10000002384186,False,8.958607305428695
55723,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,UNDEFINED,HUMAN,UNDEFINED,,0.5,"Choi SK et al., 2008",https://www.ncbi.nlm.nih.gov/pubmed/18507369,5-hydroxy tryptamine,serotonin,0.5,False,9.301029995663981
62135,5-HT2B,HTR2B,11248,[3H] LSD,,,,3H-LSD,HUMAN,CLONED,,3851.0,"Iversen l., et al., 2012",http://www.ncbi.nlm.nih.gov/pubmed/23261499,[3h] lsd,LSD,3851.0,False,5.414426481377269
67745,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CEREBRAL CORTEX,,11.22018454302,"Gross, G.  et, al. 1991",,5-hydroxy tryptamine,serotonin,11.22018454302,False,7.949999999999986
67752,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5-HT,PIG,Choroid Plexus,,8.5113803820238,"Gross, G.  et, al. 1991",,5-hydroxy tryptamine,serotonin,8.5113803820238,False,8.069999999999999
67757,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5-HT,PIG,STRIATUM,,1.81970085861,"Gross, G.  et, al. 1991",,5-hydroxy tryptamine,serotonin,1.81970085861,False,8.739999999999997
67768,5-HT3,HTR3A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR65630,RAT,Entorhinal Cortex,,131.82567385564,"Gross, G.  et, al. 1991",,5-hydroxy tryptamine,serotonin,131.82567385564,False,6.880000000000003
68692,5-HT6,HTR6,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-LSD,HUMAN,CLONED,,65.0,"Glennon RA, 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=12825922&query_hl=2,5-hydroxy tryptamine,serotonin,65.0,False,7.187086643357144
68707,5-HT7,HTR7,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CLONED,,8.1,"Glennon RA, 2003",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=pubmed&dopt=Abstract&list_uids=12825922&query_hl=2,5-hydroxy tryptamine,serotonin,8.1,False,8.09151498112135
68767,5-HT4,HTR4,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-GR-113808,PIG,CAUDATE,,88.1,"Schiavi, GB et al., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7984293&dopt=Abstract,5-hydroxy tryptamine,serotonin,88.1,False,7.055024091587952
68768,5-HT4,HTR4,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-GR-113808,PIG,CAUDATE,,1574.0,"Schiavi, GB et al., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7984293&dopt=Abstract,5-methoxytryptamine,5-MeO-T,1574.0,False,5.802995271976954
68800,5-HT3,HTR3A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-DAU 6215,PIG,NG108-15,,50.4,"Schiavi, GB et al., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7984293&dopt=Abstract,5-hydroxy tryptamine,serotonin,50.4,False,7.297569463554475
68801,5-HT3,HTR3A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-DAU 6215,PIG,NG108-15,>,10000.0,"Schiavi, GB et al., 1994",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=7984293&dopt=Abstract,5-methoxytryptamine,5-MeO-T,10000.0,True,5.0
71260,5-HT1A,HTR1A,12644,"N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,100.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,100.0,False,7.0
71261,5-HT1B,HTR1B,12644,"N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,>,10000.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,10000.0,True,5.0
71262,5-HT1D,HTR1D,12644,"N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,689.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,689.0,False,6.161780778092375
71263,5-HT1E,HTR1E,12644,"N,N-diallyltryptamine",,,,3H-5HT,HUMAN,CLONED,,378.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,378.0,False,6.422508200162774
71264,5-HT2A,HTR2A,12644,"N,N-diallyltryptamine",,,,125I-DOI,HUMAN,CLONED,,701.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,701.0,False,6.154281982033341
71265,5-HT2B,HTR2B,12644,"N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,61.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,61.0,False,7.214670164989233
71266,5-HT2C,HTR2C,12644,"N,N-diallyltryptamine",,,,UNKNOWN,HUMAN,CLONED,,385.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,385.0,False,6.414539270491499
71268,5-HT6,HTR6,12644,"N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,1718.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,1718.0,False,5.764976840504776
71269,5-HT7,HTR7,12644,"N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"n,n-diallyltryptamine",DALT,10000.0,True,5.0
71293,5-HT1A,HTR1A,12645,"5-methoxy-N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,19.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,19.0,False,7.721246399047171
71294,5-HT1B,HTR1B,12645,"5-methoxy-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,735.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,735.0,False,6.133712660915805
71295,5-HT1D,HTR1D,12645,"5-methoxy-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,107.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,107.0,False,6.97061622231479
71296,5-HT1E,HTR1E,12645,"5-methoxy-N,N-diallyltryptamine",,,,3H-5HT,HUMAN,CLONED,,500.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,500.0,False,6.301029995663981
71297,5-HT2A,HTR2A,12645,"5-methoxy-N,N-diallyltryptamine",,,,125I-DOI,HUMAN,CLONED,,218.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,218.0,False,6.661543506395395
71298,5-HT2B,HTR2B,12645,"5-methoxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,59.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,59.0,False,7.229147988357855
71299,5-HT2C,HTR2C,12645,"5-methoxy-N,N-diallyltryptamine",,,,UNKNOWN,HUMAN,CLONED,,456.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,456.0,False,6.341035157335565
71301,5-HT6,HTR6,12645,"5-methoxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,153.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,153.0,False,6.815308569182401
71302,5-HT7,HTR7,12645,"5-methoxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,90.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-n,n-diallyltryptamine",5-MeO-DALT,90.0,False,7.045757490560675
71326,5-HT1A,HTR1A,12646,"5-fluoro-N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,80.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,80.0,False,7.096910013008056
71327,5-HT1B,HTR1B,12646,"5-fluoro-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,1787.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,1787.0,False,5.747875447494356
71328,5-HT1D,HTR1D,12646,"5-fluoro-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,816.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,816.0,False,6.088309841246138
71329,5-HT1E,HTR1E,12646,"5-fluoro-N,N-diallyltryptamine",,,,3H-5HT,HUMAN,CLONED,,474.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,474.0,False,6.324221658325914
71330,5-HT2A,HTR2A,12646,"5-fluoro-N,N-diallyltryptamine",,,,125I-DOI,HUMAN,CLONED,,247.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,247.0,False,6.607303046740334
71331,5-HT2B,HTR2B,12646,"5-fluoro-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,16.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,16.0,False,7.795880017344075
71332,5-HT2C,HTR2C,12646,"5-fluoro-N,N-diallyltryptamine",,,,UNKNOWN,HUMAN,CLONED,,102.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,102.0,False,6.991399828238082
71334,5-HT6,HTR6,12646,"5-fluoro-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,74.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,74.0,False,7.130768280269024
71335,5-HT7,HTR7,12646,"5-fluoro-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,402.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-fluoro-n,n-diallyltryptamine",5-F-DALT,402.0,False,6.39577394691553
71359,5-HT1A,HTR1A,12647,"5-bromo-N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,11.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,11.0,False,7.958607314841775
71360,5-HT1B,HTR1B,12647,"5-bromo-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,950.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,950.0,False,6.022276394711152
71361,5-HT1D,HTR1D,12647,"5-bromo-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,130.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,130.0,False,6.886056647693163
71362,5-HT1E,HTR1E,12647,"5-bromo-N,N-diallyltryptamine",,,,3H-5HT,HUMAN,CLONED,,512.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,512.0,False,6.290730039024169
71363,5-HT2A,HTR2A,12647,"5-bromo-N,N-diallyltryptamine",,,,125I-DOI,HUMAN,CLONED,,477.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,477.0,False,6.3214816209598865
71364,5-HT2B,HTR2B,12647,"5-bromo-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,53.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,53.0,False,7.275724130399211
71365,5-HT2C,HTR2C,12647,"5-bromo-N,N-diallyltryptamine",,,,UNKNOWN,HUMAN,CLONED,,358.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,358.0,False,6.446116973356125
71367,5-HT6,HTR6,12647,"5-bromo-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,133.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,133.0,False,6.876148359032914
71368,5-HT7,HTR7,12647,"5-bromo-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,49.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-bromo-n,n-diallyltryptamine",5-Br-DALT,49.0,False,7.309803919971486
71392,5-HT1A,HTR1A,12648,"4-hydroxy-N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,319.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,319.0,False,6.496209316942819
71393,5-HT1B,HTR1B,12648,"4-hydroxy-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,2494.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,2494.0,False,5.603103550857476
71394,5-HT1D,HTR1D,12648,"4-hydroxy-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,693.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,693.0,False,6.159266765388193
71395,5-HT1E,HTR1E,12648,"4-hydroxy-N,N-diallyltryptamine",,,,3H-5HT,HUMAN,CLONED,,238.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,238.0,False,6.623423042943488
71396,5-HT2A,HTR2A,12648,"4-hydroxy-N,N-diallyltryptamine",,,,125I-DOI,HUMAN,CLONED,,652.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,652.0,False,6.185752404268079
71397,5-HT2B,HTR2B,12648,"4-hydroxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,2593.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,2593.0,False,5.586197483230649
71398,5-HT2C,HTR2C,12648,"4-hydroxy-N,N-diallyltryptamine",,,,UNKNOWN,HUMAN,CLONED,,2113.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,2113.0,False,5.675100502947687
71400,5-HT6,HTR6,12648,"4-hydroxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,213.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,213.0,False,6.671620396561263
71401,5-HT7,HTR7,12648,"4-hydroxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,600.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-hydroxy-n,n-diallyltryptamine",4-HO-DALT,600.0,False,6.221848749616356
71425,5-HT1A,HTR1A,12649,"4-acetoxy-N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,383.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,383.0,False,6.416801226031377
71426,5-HT1B,HTR1B,12649,"4-acetoxy-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,>,10000.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,10000.0,True,5.0
71427,5-HT1D,HTR1D,12649,"4-acetoxy-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,801.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,801.0,False,6.096367483915762
71428,5-HT1E,HTR1E,12649,"4-acetoxy-N,N-diallyltryptamine",,,,3H-5HT,HUMAN,CLONED,,467.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,467.0,False,6.330683119433887
71429,5-HT2A,HTR2A,12649,"4-acetoxy-N,N-diallyltryptamine",,,,125I-DOI,HUMAN,CLONED,,565.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,565.0,False,6.247951552180561
71430,5-HT2B,HTR2B,12649,"4-acetoxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,63.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,63.0,False,7.200659450546418
71431,5-HT2C,HTR2C,12649,"4-acetoxy-N,N-diallyltryptamine",,,,UNKNOWN,HUMAN,CLONED,,1515.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,1515.0,False,5.819587367161676
71433,5-HT6,HTR6,12649,"4-acetoxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,1791.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,1791.0,False,5.746904414150968
71434,5-HT7,HTR7,12649,"4-acetoxy-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,724.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"4-acetoxy-n,n-diallyltryptamine",4-AcO-DALT,724.0,False,6.140261433802853
71457,5-HT1A,HTR1A,12650,"2-phenyl-N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,402.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,402.0,False,6.39577394691553
71458,5-HT1B,HTR1B,12650,"2-phenyl-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,273.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,273.0,False,6.5638373529592435
71459,5-HT1D,HTR1D,12650,"2-phenyl-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,204.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,204.0,False,6.690369832574101
71460,5-HT1E,HTR1E,12650,"2-phenyl-N,N-diallyltryptamine",,,,3H-5HT,HUMAN,CLONED,>,10000.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,10000.0,True,5.0
71461,5-HT2A,HTR2A,12650,"2-phenyl-N,N-diallyltryptamine",,,,125I-DOI,HUMAN,CLONED,,13.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,13.0,False,7.886056647693163
71462,5-HT2B,HTR2B,12650,"2-phenyl-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,192.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,192.0,False,6.71669877129645
71463,5-HT2C,HTR2C,12650,"2-phenyl-N,N-diallyltryptamine",,,,UNKNOWN,HUMAN,CLONED,,278.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,278.0,False,6.555955204081924
71465,5-HT6,HTR6,12650,"2-phenyl-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,68.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,68.0,False,7.167491087293763
71466,5-HT7,HTR7,12650,"2-phenyl-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"2-phenyl-n,n-diallyltryptamine",2-Ph-DALT,10000.0,True,5.0
71490,5-HT1A,HTR1A,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,267.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,267.0,False,6.573488738635424
71491,5-HT1B,HTR1B,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,2267.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,2267.0,False,5.644548479873483
71492,5-HT1D,HTR1D,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,3H-5CT,HUMAN,CLONED,,900.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,900.0,False,6.045757490560675
71493,5-HT1E,HTR1E,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,3H-5HT,HUMAN,CLONED,,1594.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,1594.0,False,5.7975116829399065
71494,5-HT2A,HTR2A,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,125I-DOI,HUMAN,CLONED,,1153.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,1153.0,False,5.938170692705301
71495,5-HT2B,HTR2B,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,241.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,241.0,False,6.617982957425132
71496,5-HT2C,HTR2C,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,UNKNOWN,HUMAN,CLONED,>,10000.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,10000.0,True,5.0
71498,5-HT6,HTR6,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,,206.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,206.0,False,6.686132779630847
71499,5-HT7,HTR7,12651,"5-methoxy-2-methyl-N,N-diallyltryptamine",,,,3H-LSD,HUMAN,CLONED,>,10000.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-methyl-n,n-diallyltryptamine",5-MeO-2-Me-DALT,10000.0,True,5.0
71523,5-HT1A,HTR1A,12652,"5-methoxy-2-fluoro-N,N-diallyltryptamine",,,,WAY100635,HUMAN,CLONED,,318.0,Klein LM et al 2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29499272,"5-methoxy-2-fluoro-n,n-diallyltryptamine",5-MeO-2-F-DALT,318.0,False,6.497572880015568
