number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link,ligandname_lower
78926,5-HT1B,HTR1B,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-5-CT,HUMAN,CLONED,>,10000.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,ibogaine
78933,5-HT1D,HTR1D,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-5-CT,HUMAN,CLONED,,93.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,dmt
78959,5-HT1D,HTR1D,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-5-CT,HUMAN,CLONED,>,10000.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,ibogaine
78966,5-HT1E,HTR1E,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-5-HT,HUMAN,CLONED,,455.7,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,dmt
78998,5-HT2A,HTR2A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-KETANSERIN,HUMAN,CLONED,,2323.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,dmt
79024,5-HT2A,HTR2A,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,ibogaine
79031,5-HT2B,HTR2B,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-LSD,HUMAN,CLONED,,107.6,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,dmt
79062,5-HT2C,HTR2C,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-MESULERGINE,HUMAN,CLONED,,334.6,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,dmt
79087,5-HT2C,HTR2C,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-MESULERGINE,HUMAN,CLONED,>,10000.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,ibogaine
79124,5-HT6,HTR6,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-LSD,HUMAN,CLONED,,487.4,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,dmt
79155,5-HT7,HTR7,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-LSD,HUMAN,CLONED,,87.5,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,dmt
80048,5-HT3,HTR3A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-GR-65630,HUMAN,CLONED,>,10000.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,dmt
80072,5-HT3,HTR3A,948,IBOGAINE,CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC,83-74-9,249764.0,3H-GR-65630,HUMAN,CLONED,>,10000.0,Ray TS 2010 ,https://www.ncbi.nlm.nih.gov/pubmed/20126400,ibogaine
83200,5-HT1A,HTR1A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-8-OH-DPAT,HUMAN,CLONED,,2.78,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,lsd
83201,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,125I-DOI,HUMAN,CLONED,,0.71,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,lsd
83202,5-HT2C,HTR2C,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,125I-DOI,HUMAN,CLONED,,2.91,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,lsd
83203,5-HT2C,HTR2C,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,125I-DOI,HUMAN,CLONED,,166.0,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dmt
83204,5-HT2A,HTR2A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,125I-DOI,HUMAN,CLONED,,210.0,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dmt
83205,5-HT1A,HTR1A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-8-OH-DPAT,HUMAN,CLONED,,450.0,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dmt
83206,5-HT1A,HTR1A,722,DOM,CC1=CC(=C(C=C1OC)CC(C)N)OC,15588-95-1,,3H-8-OH-DPAT,HUMAN,CLONED,,14200.0,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dom
83207,5-HT2A,HTR2A,722,DOM,CC1=CC(=C(C=C1OC)CC(C)N)OC,15588-95-1,,125I-DOI,HUMAN,CLONED,,4.3,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dom
83208,5-HT2C,HTR2C,722,DOM,CC1=CC(=C(C=C1OC)CC(C)N)OC,15588-95-1,,125I-DOI,HUMAN,CLONED,,25.7,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dom
83225,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,125I-DOI,HUMAN,CLONED,,0.72,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,lsd
83226,5-HT2A,HTR2A,722,DOM,CC1=CC(=C(C=C1OC)CC(C)N)OC,15588-95-1,,125I-DOI,HUMAN,CLONED,,2.06,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dom
83227,5-HT2A,HTR2A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,125I-DOI,HUMAN,CLONED,,53.0,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dmt
83232,5-HT2A,HTR2A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-KETANSERIN,HUMAN,CLONED,,175.0,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dmt
83233,5-HT2A,HTR2A,722,DOM,CC1=CC(=C(C=C1OC)CC(C)N)OC,15588-95-1,,3H-KETANSERIN,HUMAN,CLONED,,13.7,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,dom
83234,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-KETANSERIN,HUMAN,CLONED,,0.475,Janowsky A et al 2014,https://pubmed.ncbi.nlm.nih.gov/24488404/,lsd
83486,5-HT1A,HTR1A,1184,MDMA,CC(CC1=CC2=C(C=C1)OCO2)NC,1615,,3H-8-OH-DPAT,HUMAN,HEK293 cells,,12200.0,Simmler LD et al 2013,https://pubmed.ncbi.nlm.nih.gov/22897747/,mdma
83487,5-HT2A,HTR2A,1184,MDMA,CC(CC1=CC2=C(C=C1)OCO2)NC,1615,,3H-KETANSERIN,HUMAN,HEK293 cells,,7800.0,Simmler LD et al 2013,https://pubmed.ncbi.nlm.nih.gov/22897747/,mdma
83488,5-HT2C,HTR2C,1184,MDMA,CC(CC1=CC2=C(C=C1)OCO2)NC,1615,,3H-MESULERGINE,HUMAN,HEK293 cells,>,13000.0,Simmler LD et al 2013,https://pubmed.ncbi.nlm.nih.gov/22897747/,mdma
83513,5-HT1A,HTR1A,13330,MDEA,,,,3H-8-OH-DPAT,HUMAN,HEK293 cells,,18800.0,Simmler LD et al 2013,https://pubmed.ncbi.nlm.nih.gov/22897747/,mdea
83514,5-HT2A,HTR2A,13330,MDEA,,,,3H-KETANSERIN,HUMAN,HEK293 cells,>,13000.0,Simmler LD et al 2013,https://pubmed.ncbi.nlm.nih.gov/22897747/,mdea
83515,5-HT2C,HTR2C,13330,MDEA,,,,3H-MESULERGINE,HUMAN,HEK293 cells,>,13000.0,Simmler LD et al 2013,https://pubmed.ncbi.nlm.nih.gov/22897747/,mdea
89986,5-HT1A,HTR1A,1204,MESCALINE,COC1=CC(=CC(=C1OC)OC)CCN,54-04-6,30419.0,3H-8-OH-DPAT,HUMAN,CLONED,,4600.0,Rickli A et al 2015,https://www.ncbi.nlm.nih.gov/pubmed/26318099,mescaline
89999,5-HT1A,HTR1A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-8-OH-DPAT,HUMAN,CLONED,,3.0,Rickli A et al 2015,https://www.ncbi.nlm.nih.gov/pubmed/26318099,lsd
90011,5-HT2A,HTR2A,1204,MESCALINE,COC1=CC(=CC(=C1OC)OC)CCN,54-04-6,30419.0,3H-KETANSERIN,HUMAN,CLONED,,6300.0,Rickli A et al 2015,https://www.ncbi.nlm.nih.gov/pubmed/26318099,mescaline
90024,5-HT2A,HTR2A,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-KETANSERIN,HUMAN,CLONED,,4.2,Rickli A et al 2015,https://www.ncbi.nlm.nih.gov/pubmed/26318099,lsd
90036,5-HT2C,HTR2C,1204,MESCALINE,COC1=CC(=CC(=C1OC)OC)CCN,54-04-6,30419.0,3H-MESULERGINE,HUMAN,CLONED,,17000.0,Rickli A et al 2015,https://www.ncbi.nlm.nih.gov/pubmed/26318099,mescaline
90049,5-HT2C,HTR2C,1091,LSD,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,50-37-3,,3H-MESULERGINE,HUMAN,CLONED,,15.0,Rickli A et al 2015,https://www.ncbi.nlm.nih.gov/pubmed/26318099,lsd
1,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,PIG,Choroid Plexus,,23.4,"HOYER, 1989 (J.R.R.)",,5-methoxytryptamine
2,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,PIG,Choroid Plexus,,23.4,"HOYER, 1988",,5-methoxytryptamine
3,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,PIG,Choroid Plexus,,25.1,"HOYER, 1988 or 9 (book)",,5-methoxytryptamine
4,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,PIG,Choroid Plexus,,43.7,"MARKSTEIN ET AL, 1986",,5-methoxytryptamine
5,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,PIG,Choroid Plexus,,43.8,"ENGEL ET AL, 1986",,5-methoxytryptamine
6,5-HT2C,HTR2C,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-MESULERGINE,PIG,Choroid Plexus,,100.0,"HOYER, 1988 or 9 (book)",,"dmt,5-me"
7,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,PIG,Choroid Plexus,,7.9,"HOYER, 1988 or 9 (book)",,5-methoxytryptamine
37,5-HT2C,HTR2C,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-MESULERGINE,PIG,Choroid Plexus,,63.1,"HOYER, 1988 or 9 (book)",,"dmt,5-oh"
38,5-HT2C,HTR2C,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-MESULERGINE,PIG,Choroid Plexus,,70.8,"ENGEL ET AL, 1986",,"dmt,5-oh"
39,5-HT2C,HTR2C,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-MESULERGINE,PIG,Choroid Plexus,,70.8,"HOYER, 1988",,"dmt,5-oh"
40,5-HT2C,HTR2C,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-MESULERGINE,PIG,Choroid Plexus,,70.8,"HOYER ET AL., 1989",,"dmt,5-oh"
41,5-HT2C,HTR2C,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-MESULERGINE,PIG,Choroid Plexus,,70.8,"HOYER, 1989 (J.R.R.)",,"dmt,5-oh"
46,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-SCH 23982,PIG,Choroid Plexus,,4.68,"HOYER & KARPF, 1988",,5-hydroxy tryptamine
47,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-SCH 23982,RAT,Choroid Plexus,,7.1,"YAMAMOTO & KEBABIAN, 1989",,5-hydroxy tryptamine
48,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,CORTEX,,9.5,"TITELER ET AL., 1987",,5-hydroxy tryptamine
49,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,RAT,CORTEX,,15.8,"HOYER ET AL., 1985",,5-hydroxy tryptamine
50,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,PIG,Choroid Plexus,,20.0,"PAZOS ET AL, 1984",,5-hydroxy tryptamine
51,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,25.0,"PAZOS ET AL, 1984",,5-hydroxy tryptamine
52,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,30.2,"HOYER ET AL., 1986",,5-hydroxy tryptamine
53,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,31.6,"HOYER, 1988 or 9 (book)",,5-hydroxy tryptamine
54,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"HOYER, 1988",,5-hydroxy tryptamine
55,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"MARKSTEIN ET AL, 1986",,5-hydroxy tryptamine
56,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"SCHOEFFTER & HOYER, 1989",,5-hydroxy tryptamine
57,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"HOYER & KARPF, 1988",,5-hydroxy tryptamine
58,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"ENGEL ET AL, 1986",,5-hydroxy tryptamine
59,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"HOYER ET AL., 1985",,5-hydroxy tryptamine
60,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"HOYER ET AL., 1985",,5-hydroxy tryptamine
61,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"HOYER ET AL., 1989",,5-hydroxy tryptamine
62,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,Choroid Plexus,,33.1,"SCHLICKER ET AL., 1989",,5-hydroxy tryptamine
63,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,PIG,CORTEX,,40.0,"PAZOS ET AL, 1984",,5-hydroxy tryptamine
64,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-LSD,PIG,Choroid Plexus,,81.3,"HOYER ET AL., 1986",,5-hydroxy tryptamine
65,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-LSD,MOUSE,C. PLEXUS TUM,,115.0,"YAGALOFF ET AL., 1986",,5-hydroxy tryptamine
86,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-SCH23390,CANINE,Choroid Plexus,,165.0,"NICKLAUS ET AL., 1988",http://www.ncbi.nlm.nih.gov:80/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2971798&dopt=Abstract#http://www.ncbi.nlm.nih.gov:80/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=2971798&dopt=Abstract#,5-hydroxy tryptamine
87,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,HUMAN,Choroid Plexus,,166.0,"HOYER ET AL., 1986",,5-hydroxy tryptamine
88,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-LSD,RAT,Choroid Plexus,,318.0,"YAMAMOTO & KEBABIAN, 1989",,5-hydroxy tryptamine
102,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,PIG,Choroid Plexus,,23.4,"HOYER ET AL., 1989",,5-methoxytryptamine
111,5-HT1A,HTR1A,38,"2,4,5-TMA",,,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,>,10000.0,"TITELER ET AL., 1988",,"2,4,5-tma"
116,5-HT1A,HTR1A,87,3-AMTBI,C1CC2=C3C(=CC=C2)NC=C3C1CN,194894,,3H-8-OH-DPAT,RAT,CORTEX,,369.0,"TAYLOR ET AL,. 1987",,3-amtbi
133,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,C0S-7,CELLS,,0.27,"RAYMOND ET AL., 1989",,5-hydroxy tryptamine
134,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.0,"HALL ET AL., 1986",,5-hydroxy tryptamine
135,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CORTEX,,1.2,"SCHLEGEL & PEROUTKA, 1986",,5-hydroxy tryptamine
136,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.37,"COSSERY ET AL.,1986",,5-hydroxy tryptamine
137,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5-MeO-DPAC,RAT,CORTEX,,1.4,"COSSERY ET AL., 1987",,5-hydroxy tryptamine
138,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-WB4101,RAT,HIPPO:LESIONED,,1.54,"MORROW ET AL., 1985",,5-hydroxy tryptamine
139,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CORTEX,,1.65,"HOYER ET AL., 1985",,5-hydroxy tryptamine
140,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,HUMAN,CORTEX,,1.68,"HOYER ET AL., 1986",,5-hydroxy tryptamine
141,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.7,"TITELER ET AL., 1987",,5-hydroxy tryptamine
142,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,HUMAN,HIPPOCAMPUS,,1.75,"HOYER ET AL., 1986",,5-hydroxy tryptamine
143,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,BOVINE,HIPPOCAMPUS,,2.0,"PEROUTKA, 1985",,5-hydroxy tryptamine
144,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CORTEX,,2.2,"PEROUTKA, 1986",,5-hydroxy tryptamine
145,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,2.41,"HOYER ET AL., 1985",,5-hydroxy tryptamine
146,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-WB4101,RAT,CORTEX,,2.51,"NORMAN ET AL., 1985",,5-hydroxy tryptamine
147,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"SCHOEFFTER & HOYER, 1989",,5-hydroxy tryptamine
148,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"SCHOEFFTER AND HOYER,1988",,5-hydroxy tryptamine
149,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"MARKSTEIN ET AL, 1986",,5-hydroxy tryptamine
150,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"ENGEL ET AL, 1986",,5-hydroxy tryptamine
151,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"SCHOEFFTER ET AL., 1989",,5-hydroxy tryptamine
152,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CORTEX,,3.2,"Kilpatrick et al., 1989",,5-hydroxy tryptamine
154,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.31,"SCHLICKER ET AL., 1989",,5-hydroxy tryptamine
155,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,3.89,"HALL ET AL., 1985",,5-hydroxy tryptamine
156,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,3.89,"SCHOEMAKER AND LANGER., 1986",,5-hydroxy tryptamine
157,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-IPSAPIRONE,BOVINE,HIPPOCAMPUS,,4.3,"DOMPERT ET AL., 1985",,5-hydroxy tryptamine
158,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-BH-8-MeO-N-PA,RAT,HIPPOCAMPUS,,4.78,"GOZLAN ET AL., 1988",,5-hydroxy tryptamine
159,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,CORTEX,,2.5,"PEROUTKA, 1986",,5-methoxytryptamine
160,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,6.4,"HALL ET AL., 1986",,5-methoxytryptamine
161,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,31.94,"COSSERY ET AL.,1986",,5-methoxytryptamine
162,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-WB4101,RAT,CORTEX,,35.14,"NORMAN ET AL., 1985",,5-methoxytryptamine
164,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,224.0,"GOZLAN ET AL., 1983",,5-methoxytryptamine
