number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link,ligandname_lower
165,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,227.42,"HALL ET AL., 1985",,5-methoxytryptamine
192,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,BOVINE,HIPPOCAMPUS,,2.52,"PEROUTKA, 1985",,"dmt,5-oh"
193,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,125I-BH-8-MeO-N-PA,RAT,HIPPOCAMPUS,,3.31,"GOZLAN ET AL., 1988",,"dmt,5-oh"
194,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,RAT,CORTEX,,5.0,"PEROUTKA, 1986",,"dmt,5-oh"
195,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,5.68,"COSSERY ET AL.,1986",,"dmt,5-oh"
196,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,16.64,"GOZLAN ET AL., 1983",,"dmt,5-oh"
198,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,PIG,CORTEX,,25.1,"ENGEL ET AL, 1986",,"dmt,5-oh"
199,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,PIG,CORTEX,,25.1,"HOYER, 1989 (J.R.R.)",,"dmt,5-oh"
266,5-HT1A,HTR1A,709,"DOB,R(-)",CC(C1=CC=CC2=NC3=C(C=CC=C3N=C21)C(=O)O)OC(=O)C(CO)OC,3035990,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,2332.0,"TITELER ET AL., 1988",,"dob,r(-)"
267,5-HT1A,HTR1A,710,"DOB,S(+)",,,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,4041.0,"TITELER ET AL., 1988",,"dob,s(+)"
268,5-HT1A,HTR1A,711,DOBU,,64638-09-1,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,4178.0,"TITELER ET AL., 1988",,dobu
363,5-HT1A,HTR1A,1098,"LSD,l-",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,3H-WB4101,RAT,HIPPO:LESIONED,,5.47,"MORROW ET AL., 1985",,"lsd,l-"
364,5-HT1A,HTR1A,1098,"LSD,l-",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,3H-8-OH-DPAT,RAT,CORTEX,>,10000.0,"PEROUTKA, 1986",,"lsd,l-"
591,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,STRIATUM,,5.4,"TITELER ET AL., 1987",,5-hydroxy tryptamine
592,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CORTEX,,7.6,"PEROUTKA, 1986",,5-hydroxy tryptamine
593,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-ICYP,RAT,CORTEX,,9.0,"OFFORD ET AL., 1988",,5-hydroxy tryptamine
595,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CORTEX,,23.4,"HOYER ET AL., 1985",,5-hydroxy tryptamine
596,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-CYP,RAT,CORTEX,,23.4,"MARKSTEIN ET AL, 1986",,5-hydroxy tryptamine
597,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-CYP,RAT,CORTEX,,23.4,"ENGEL ET AL, 1986",,5-hydroxy tryptamine
598,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-CYP,RAT,CORTEX,,23.4,"SCHOEFFTER & HOYER, 1989",,5-hydroxy tryptamine
599,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CORTEX,,24.5,"HOYER ET AL., 1985",,5-hydroxy tryptamine
600,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-CYP,RAT,CORTEX,,24.5,"SCHLICKER ET AL., 1989",,5-hydroxy tryptamine
602,5-HT1B,HTR1B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-ICYP,RAT,STRIATUM,,32.38,"GARRICK ET AL., 1989",,5-hydroxy tryptamine
626,5-HT1B,HTR1B,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,RAT,CORTEX,,398.0,"HOYER ET AL., 1985",,5-methoxytryptamine
627,5-HT1B,HTR1B,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,125I-CYP,RAT,CORTEX,,398.0,"MARKSTEIN ET AL, 1986",,5-methoxytryptamine
628,5-HT1B,HTR1B,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,125I-CYP,RAT,CORTEX,,398.0,"ENGEL ET AL, 1986",,5-methoxytryptamine
629,5-HT1B,HTR1B,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,125I-CYP,RAT,CORTEX,,398.0,"HOYER, 1989 (J.R.R.)",,5-methoxytryptamine
631,5-HT1B,HTR1B,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,125I-CYP,RAT,CORTEX,,398.0,"SCHLICKER ET AL., 1989",,5-methoxytryptamine
633,5-HT1B,HTR1B,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,RAT,CORTEX,,15.0,"PEROUTKA, 1986",,5-methoxytryptamine
664,5-HT1B,HTR1B,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5HT,RAT,CORTEX,,52.0,"PEROUTKA, 1986",,"dmt,5-oh"
665,5-HT1B,HTR1B,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,125I-CYP,RAT,CORTEX,,912.0,"ENGEL ET AL, 1986",,"dmt,5-oh"
666,5-HT1B,HTR1B,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,125I-CYP,RAT,CORTEX,,912.0,"HOYER, 1989 (J.R.R.)",,"dmt,5-oh"
705,5-HT2C,HTR2C,695,"DMT,5-MeO",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-MESULERGINE,PIG,Choroid Plexus,,87.1,"HOYER, 1988",,"dmt,5-meo"
706,5-HT2C,HTR2C,695,"DMT,5-MeO",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-MESULERGINE,PIG,Choroid Plexus,,100.0,"HOYER ET AL., 1989",,"dmt,5-meo"
709,5-HT2C,HTR2C,709,"DOB,R(-)",CC(C1=CC=CC2=NC3=C(C=CC=C3N=C21)C(=O)O)OC(=O)C(CO)OC,3035990,,3H-MESULERGINE,PIG,CORTEX,,47.0,"TITELER ET AL., 1988",,"dob,r(-)"
710,5-HT2C,HTR2C,710,"DOB,S(+)",,,,3H-MESULERGINE,PIG,CORTEX,,81.0,"TITELER ET AL., 1988",,"dob,s(+)"
711,5-HT2C,HTR2C,711,DOBU,,64638-09-1,,3H-MESULERGINE,PIG,CORTEX,,26.0,"TITELER ET AL., 1988",,dobu
719,5-HT2C,HTR2C,724,"DOM,R(-)",CC1=CC(=C(C=C1OC)CC(C)N)OC,85875,,3H-MESULERGINE,PIG,CORTEX,,94.0,"TITELER ET AL., 1988",,"dom,r(-)"
720,5-HT2C,HTR2C,726,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,57808-66-9,299589.0,3H-MESULERGINE,PIG,Choroid Plexus,>,10000.0,"HOYER, 1988 or 9 (book)",,domperidone
721,5-HT2C,HTR2C,726,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,57808-66-9,299589.0,3H-MESULERGINE,PIG,Choroid Plexus,>,10000.0,"HOYER, 1989 (J.R.R.)",,domperidone
807,5-HT2C,HTR2C,1094,"LSD,(+)",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,125I-LSD,MOUSE,C. PLEXUS TUM,,6.2,"YAGALOFF ET AL., 1986",,"lsd,(+)"
808,5-HT2C,HTR2C,1095,"LSD,2-Bromo",,,,3H-MESULERGINE,PIG,Choroid Plexus,,50.0,"HOYER, 1988 or 9 (book)",,"lsd,2-bromo"
809,5-HT2C,HTR2C,1096,"LSD,2-iodo",,,,3H-MESULERGINE,PIG,Choroid Plexus,,3980.0,"HOYER, 1988 or 9 (book)",,"lsd,2-iodo"
813,5-HT2C,HTR2C,1098,"LSD,l-",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,125I-LSD,MOUSE,C. PLEXUS TUM,,5000.0,"YAGALOFF ET AL., 1986",,"lsd,l-"
824,5-HT2C,HTR2C,1170,"MDA,R(-)",CC(CC1=CC2=C(C=C1)OCO2)N,3046161,,3H-MESULERGINE,PIG,CORTEX,,2079.0,"TITELER ET AL., 1988",,"mda,r(-)"
875,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,PIG,Choroid Plexus,,23.4,"SCHLICKER ET AL., 1989",,5-methoxytryptamine
1013,5-HT1B,HTR1B,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-5HT,RAT,CORTEX,,320.0,"PEROUTKA, 1986",,"dmt,5-me"
1014,5-HT1B,HTR1B,695,"DMT,5-MeO",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,125I-ICYP,RAT,CORTEX,,351.0,"OFFORD ET AL., 1988",,"dmt,5-meo"
1018,5-HT1B,HTR1B,709,"DOB,R(-)",CC(C1=CC=CC2=NC3=C(C=CC=C3N=C21)C(=O)O)OC(=O)C(CO)OC,3035990,,3H-5HT,RAT,STRIATUM,,683.0,"TITELER ET AL., 1988",,"dob,r(-)"
1019,5-HT1B,HTR1B,710,"DOB,S(+)",,,,3H-5HT,RAT,STRIATUM,,883.0,"TITELER ET AL., 1988",,"dob,s(+)"
1020,5-HT1B,HTR1B,711,DOBU,,64638-09-1,,3H-5HT,RAT,STRIATUM,,1211.0,"TITELER ET AL., 1988",,dobu
1024,5-HT1B,HTR1B,724,"DOM,R(-)",CC1=CC(=C(C=C1OC)CC(C)N)OC,85875,,3H-5HT,RAT,STRIATUM,,1840.0,"TITELER ET AL., 1988",,"dom,r(-)"
1025,5-HT1B,HTR1B,726,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,57808-66-9,299589.0,125I-CYP,RAT,CORTEX,,6030.0,"HOYER, 1988(9) (J.R.R.)",,domperidone
1142,5-HT2C,HTR2C,1865,"TMA,2,3,5-",,,,3H-MESULERGINE,PIG,CORTEX,,5710.0,"TITELER ET AL., 1988",,"tma,2,3,5-"
1143,5-HT2C,HTR2C,1865,"TMA,2,3,5-",,,,3H-MESULERGINE,PIG,CORTEX,,2666.0,"TITELER ET AL., 1988",,"tma,2,3,5-"
1173,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CORTEX,,1.2,"PEROUTKA ET AL., 1989",,5-hydroxy tryptamine
1174,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,STRIATUM,,1.8,"HERRICK-DAVIS & TITELER, 198",,5-hydroxy tryptamine
1175,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,RAT,CORTEX,,2.1,"HERRICK-DAVIS & TITELER, 198",,5-hydroxy tryptamine
1176,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,BOVINE,STRIATUM,,2.14,"PEROUTKA, 1985",,5-hydroxy tryptamine
1177,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,BOVINE,STRIATUM,,3.2,"HEURING & PEROUTKA, 1987",,5-hydroxy tryptamine
1178,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,COW,CAUDATE,,3.63,"HOYER, 1987",,5-hydroxy tryptamine
1179,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,CALF,CAUDATE,,3.63,"SCHOEFFTER & HOYER, 1989b",,5-hydroxy tryptamine
1180,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,CALF,CAUDATE,,3.63,"WAEBER ET AL., 1988",,5-hydroxy tryptamine
1181,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,HUMAN,CAUDATE,,6.46,"WAEBER ET AL., 1988",,5-hydroxy tryptamine
1182,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,PIG,CAUDATE,,11.7,"SCHLICKER ET AL., 1989",,5-hydroxy tryptamine
1183,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,PIG,CAUDATE,,11.7,"WAEBER ET AL., 1988",,5-hydroxy tryptamine
1184,5-HT1D,HTR1D,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5HT,CALF,CAUDATE,,398.0,"HOYER, 1988 or 9 (book)",,5-hydroxy tryptamine
1185,5-HT1D,HTR1D,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-5HT,BOVINE,STRIATUM,,77.14,"PEROUTKA, 1985",,"dmt,5-me"
1186,5-HT1D,HTR1D,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-5HT,CALF,CAUDATE,,28.8,"WAEBER ET AL., 1988",,"dmt,5-me"
1188,5-HT1D,HTR1D,694,"DMT,5-Me",CN(C)CCC1=CNC2=C1C=C(C=C2)OC,1832,,3H-5HT,PIG,CAUDATE,,66.1,"WAEBER ET AL., 1988",,"dmt,5-me"
1189,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,BOVINE,STRIATUM,,2.5,"HEURING & PEROUTKA, 1987",,5-methoxytryptamine
1190,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,COW,CAUDATE,,3.98,"HOYER, 1987",,5-methoxytryptamine
1191,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,CALF,CAUDATE,,3.98,"HOYER, 1988 or 9 (book)",,5-methoxytryptamine
1192,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,CALF,CAUDATE,,3.98,"HOYER, 1989 (J.R.R.)",,5-methoxytryptamine
1193,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,CALF,CAUDATE,,3.98,"WAEBER ET AL., 1988",,5-methoxytryptamine
1194,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,HUMAN,CAUDATE,,6.17,"WAEBER ET AL., 1988",,5-methoxytryptamine
1195,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,PIG,CAUDATE,,7.08,"SCHLICKER ET AL., 1989",,5-methoxytryptamine
1196,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,PIG,CAUDATE,,7.08,"WAEBER ET AL., 1988",,5-methoxytryptamine
1197,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,RAT,CORTEX,,70.0,"HERRICK-DAVIS & TITELER, 198",,5-methoxytryptamine
1198,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,RAT,STRIATUM,,72.0,"HERRICK-DAVIS & TITELER, 198",,5-methoxytryptamine
1199,5-HT1D,HTR1D,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-5HT,HUMAN,CORTEX,,7.3,"PEROUTKA ET AL., 1989",,5-methoxytryptamine
1212,5-HT1D,HTR1D,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5HT,BOVINE,STRIATUM,,3.71,"PEROUTKA, 1985",,"dmt,5-oh"
1213,5-HT1D,HTR1D,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5HT,COW,CAUDATE,,7.24,"HOYER, 1987",,"dmt,5-oh"
1214,5-HT1D,HTR1D,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5HT,CALF,CAUDATE,,7.24,"HOYER, 1989 (J.R.R.)",,"dmt,5-oh"
1215,5-HT1D,HTR1D,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5HT,CALF,CAUDATE,,7.94,"HOYER, 1988 or 9 (book)",,"dmt,5-oh"
1216,5-HT1D,HTR1D,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-5HT,CALF,CAUDATE,,20.4,"WAEBER ET AL., 1988",,"dmt,5-oh"
1265,5-HT1D,HTR1D,726,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,57808-66-9,299589.0,3H-5HT,CALF,CAUDATE,>,10000.0,"HOYER, 1988 or 9 (book)",,domperidone
1266,5-HT1D,HTR1D,726,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,57808-66-9,299589.0,3H-5HT,COW,CAUDATE,>,10000.0,"HOYER, 1987",,domperidone
1267,5-HT1D,HTR1D,726,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,57808-66-9,299589.0,3H-5HT,CALF,CAUDATE,>,10000.0,"HOYER, 1989 (J.R.R.)",,domperidone
1268,5-HT1D,HTR1D,726,DOMPERIDONE,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,57808-66-9,299589.0,3H-5HT,CALF,CAUDATE,>,10000.0,"WAEBER ET AL., 1988",,domperidone
1330,5-HT1D,HTR1D,1098,"LSD,l-",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,3H-5HT,BOVINE,STRIATUM,>,10000.0,"HEURING & PEROUTKA, 1987",,"lsd,l-"
1428,5-HT1B,HTR1B,1098,"LSD,l-",CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5761,,3H-5HT,RAT,CORTEX,>,10000.0,"PEROUTKA, 1986",,"lsd,l-"
1439,5-HT1B,HTR1B,1170,"MDA,R(-)",CC(CC1=CC2=C(C=C1)OCO2)N,3046161,,3H-5HT,RAT,STRIATUM,>,10000.0,"TITELER ET AL., 1988",,"mda,r(-)"
1559,5-HT2A,HTR2A,87,3-AMTBI,C1CC2=C3C(=CC=C2)NC=C3C1CN,194894,,3H-KETANSERIN,RAT,CORTEX,,555.0,"TAYLOR ET AL,. 1987",,3-amtbi
1577,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,69.44,"NEALE ET AL., 1987",,5-hydroxy tryptamine
1578,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,79.4,"HOYER, 1988 (TIPS)",,5-hydroxy tryptamine
1579,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,HUMAN,CORTEX,,174.0,"HOYER ET AL., 1987",,5-hydroxy tryptamine
1580,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,180.0,"BATTAGLIA ET AL., 1983",,5-hydroxy tryptamine
1581,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,PIG,CORTEX,,214.0,"HOYER ET AL., 1987",,5-hydroxy tryptamine
1582,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,320.0,"PAZOS ET AL, 1984",,5-hydroxy tryptamine
1583,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-MIL,RAT,CORTEX,,510.36,"HOFFMAN ET AL., 1987",,5-hydroxy tryptamine
1584,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,560.0,"LYON ET AL., 1988",,5-hydroxy tryptamine
1585,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,560.0,"LYON ET AL., 1988",,5-hydroxy tryptamine
1586,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,560.06,"TITELER ET AL., 1984",,5-hydroxy tryptamine
1587,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,562.0,"BATTAGLIA ET AL., 1984",,5-hydroxy tryptamine
1588,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-SPIPERONE,RAT,CORTEX,,608.91,"LEYSEN ET AL., 1978",,5-hydroxy tryptamine
1589,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-LSD,RAT,CORTEX,,633.96,"HARTIG ET AL., 1983",,5-hydroxy tryptamine
1590,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,RAT,CORTEX,,682.0,"CLOSSE, 1983",,5-hydroxy tryptamine
1591,5-HT2B,HTR2B,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,BOVINE,CORTEX,,750.0,"MCKENNA & PEROUTKA, 1989",http://www.ncbi.nlm.nih.gov/pubmed/2795135?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&ordinalpos=33,5-hydroxy tryptamine
1592,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,928.0,"LYON ET AL., 1987",,5-hydroxy tryptamine
1593,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,930.0,"GLENNON ET AL., 1988",,5-hydroxy tryptamine
1594,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-LSD,RAT,CORTEX,,1118.38,"KADAN ET AL., 1984",,5-hydroxy tryptamine
1595,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-AZIK,RAT,CORTEX,,1240.61,"WOUTERS ET AL., 1987",,5-hydroxy tryptamine
1596,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-NMSP,RAT,CORTEX,,1679.0,"LYON ET AL., 1986",,5-hydroxy tryptamine
1597,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CORTEX,,1840.0,"GLASER & TRABER, 1985",,5-hydroxy tryptamine
